,,"Backporting: fix will be backported to a previous release - don't show in final release notes.
2017.3 Feature/Regression: fix pertains to a feature in this release - don't show in final release notes.
Internal: fix pertains to something that we don’t necessarily want to advertise - don't show in any release notes.
Existing issue: everything else - show in alpha/beta and final release notes. (confused? ask on #release-management)",,"Note: Please use Markdown format inside cell. Also, expect the whole cell to be prefixed with a ""- "" to turn into a bullet item, so prefix spaces for internal bullets as necessary.",,Doc Team Usage,,
2017.3.0b3,938978,Existing Issue (show in final notes),Animation,Fixed animation events firing twice when using animator manual update.,Pierre-Paul Giroux,,,
2017.3.0b3,943238,Existing Issue (show in final notes),Animation,Root motion broken in animation when weight of any additional layer is greater than zero,Robert Lanciault,,,
2017.3.0b3,945035,Existing Issue (show in final notes),Animation,Transition between animations makes GetIKRotation and GetIKPosition return incorrect value,Robert Lanciault,,,
2017.3.0b3,944014,Existing Issue (show in final notes),Animation,Fixed tangent mode not properly set when adding a key at curve extremities in curve editor,Simon Bouvier-Zappa,,,
2017.3.0b3,891990,Existing Issue (show in final notes),Animation,Fixed an issue where copy pasting a state containing a Blend tree to a synchronized layer would link,David Geoffroy,,,
2017.3.0b3,945292,2017.3 Feature/Regression,Animation,Fixed sprite and material reference not animatable at the same time in the SpriteRenderer,Simon Bouvier-Zappa,,,
2017.3.0b3,944695,Existing Issue (show in final notes),Animation,Fixed keyframes not pasted in the proper order in the dopesheet.,Simon Bouvier-Zappa,,,
2017.3.0a8,935582,Existing Issue (show in final notes),Scripting Upgrade,Fix crash in AssemblyUpdater when property body contains reference to an obsolete API method / property,Adriano Verona,,,
2017.3.0b1,945057,Existing Issue (show in final notes),Package Manager,Allow user to continue after packman resolution failure at startup,Emmanuel Horckmans,,,
2017.3.0b1,940084,Existing Issue (show in final notes),Licenses,"Fixed a issue that when cached refresh token & access token expired, command line activation will failed",Justin Zheng,,,
2017.3.0b1,942380,Existing Issue (show in final notes),Editor,Fixed a issue that launching the editor using -projectPath argument without a valid license results in hang on splash or no visible window,Justin Zheng,,,
2017.3.0b1,942560,Existing Issue (show in final notes),Editor,Fixed Editor crash when using obsolete platform StandaloneOSXUniversal in code.,,,,
2017.3.0b1,930018,Backporting (show in alpha/beta notes only),XR,Fixed a bug where objects would drop out in the game view when stereo instancing is used,Scott Bassett,,,
2017.3.0b1,895976,Backporting (show in alpha/beta notes only),XR,Fixed the issue with target eye not working with stereo instancing or multiview,Scott Bassett,,,
2017.3.0b1,,Internal,Android,"Fixed an issue where external android libs and templates were copied during ProjectFile jam, causing failures",Vilius Prakapas,,,
2017.3.0b1,,Internal,Android,Fixed test runs on windows taking a very long time due to gradle daemons that prevent the editor from closing,Vilius Prakapas,,,
2017.3.0b1,917094,Backporting (show in alpha/beta notes only),Graphics,Added support for vertex light in forward when shadowmask mode is used.,Florent Guinier,,,
2017.3.0a8,936003,Backporting (show in alpha/beta notes only),GI,Fixed an issue with a wrong memory allocator label.,Tobias Alexander Franke,,,
2017.3.0b1,,Internal,Build Pipeline,allowed BuildSettings window to properly refresh if scene list was altered externally,Bill Ramsour,,,
2017.3.0b1,,Internal,Android,Android Remote builds are now signed (this fixes a build failure),Vilius Prakapas,,,
2017.3.0b1,919023,Backporting (show in alpha/beta notes only),Editor,Fixed editor crashes in Transform::CountNodesDeep when loading a new scene,Jens Skinnerup,,,
2017.3.0b1,910488,Existing Issue (show in final notes),Windows,"Fixed reading of loca, files in UWP through WebRequest.",David Lovegrove,,,
2017.3.0b1,667483,Existing Issue (show in final notes),Kernel,Assert no longer occurs when finding game objects that are deactivating,Cliff Davies,,,
2017.3.0b1,937949,Existing Issue (show in final notes),Asset Import,Fixed crash when importing some invalid .3ds files.,Bogdan Corciova,,,
2017.3.0b1,940486,Backporting (show in alpha/beta notes only),Graphics,Fixed crash when opening Occlusion tab in a scene containing Speedtrees,Xiao Ling Yao,,,
2017.3.0b1,,Backporting (show in alpha/beta notes only),Graphics,Fixed GL_INVALID_ENUM error with OpenGL ES when using point primitives,Christophe Riccio,,,
2017.3.0b1,946068,Backporting (show in alpha/beta notes only),Graphics,Fixed not being able to set any Mesh on a Skinned Mesh Renderer.,Tim Cooper,,,
2017.3.0b1,946648,Backporting (show in alpha/beta notes only),Graphics,Fixed typo in Wind Zone's Pulse Magnitude tooltip,Xiao Ling Yao,,,
2017.3.0b1,891894,Backporting (show in alpha/beta notes only),Graphics,Fixed the normals being flipped when using DrawMeshInstanced if the previous drawcall had a negative scale.,Xiao Ling Yao,,,
2017.3.0b1,942563,Backporting (show in alpha/beta notes only),Graphics,Fixed crash when certain variables of CustomRenderTexture are used in script.,Julien Ignace,,,
2017.3.0b1,,Existing Issue (show in final notes),Web,"Fixed chunked data upload in UnityWebRequest on Standalone, iOS, Tizen, WiiU",Aurimas Cernius,,,
2017.3.0b1,912607,Backporting (show in alpha/beta notes only),Scripting,"Fix debugger error of ""Unable to step"" when trying to step over dead code blocks",Jonathan Chambers,,,
2017.3.0b1,763091,Backporting (show in alpha/beta notes only),Scripting,Fix crash if delegate is created on un-inflated generic type,Jonathan Chambers,,,
2017.3.0b1,938287,Backporting (show in alpha/beta notes only),Scripting Upgrade,"Do not use the AppleTlsProvider on macOS and iOS, as Unity doesn't implement a backend for it. Instead, use the default TLS provider.",Jonathan Chambers,,,
2017.3.0b1,922636,Backporting (show in alpha/beta notes only),Scripting Upgrade,Implement stack overflow handling on Windows,Jonathan Chambers,,,
2017.3.0b1,904655,Existing Issue (show in final notes),Physics,Fix cloth prefab crash when enabling and disabling.,Sean Parkinson,,,
2017.3.0b1,945085,2017.3 Feature/Regression,Video,Fixed crash in VideoClipImporter Preview when using Legacy MovieTexture,Francis Bertrand,,,
2017.3.0b1,942012 ,Existing Issue (show in final notes),Video,Fixed crash when exiting Standalone player with active VideoPlayer,Francis Bertrand,,,
2017.3.0b1,938819 ,Existing Issue (show in final notes),Video,Fixed crash when closing Unity with Video preview,Francis Bertrand,,,
2017.3.0b1,943395,2017.3 Feature/Regression,Video,Fixed bug where multiple VideoClip resources could not be played on Standalone players.,Francis Bertrand,,,
2017.3.0b1,930707,Existing Issue (show in final notes),Video,Fixed crash when releasing VideoPlayer outside Play Mode.,Francis Bertrand,,,
2017.3.0b1,931846,Existing Issue (show in final notes),Video,Fixed VideoPlayer Preview outside Play Mode.,Francis Bertrand,,,
2017.3.0b1,,2017.3 Feature/Regression,Graphics,Vulkan: Fix shutdown crash when running with graphics jobs,Levi Bard,,,
2017.3.0b1,,Backporting (show in alpha/beta notes only),Editor,Don't give fatal error on plugin importer query for nonexistent platform,Levi Bard,,,
2017.3.0b1,943905,Backporting (show in alpha/beta notes only),Editor,Fix sprite preview generation,Levi Bard,,,
2017.3.0b1,818075,Existing Issue (show in final notes),Editor,Fix preview generation when lighting data hasn't been baked,Levi Bard,,,
2017.3.0b1,,Existing Issue (show in final notes),Editor,Fixed bug where Object Selector would default to Scene tab for ScriptableObject and other non-GameObject/Component asset types,Adam Mechtley,,,
2017.3.0b1,,Existing Issue (show in final notes),Editor,Fixed bug where Object Selector would not display objects of a custom type if their unqualified type name matched some Unity type's unqualified name,Adam Mechtley,,,
2017.3.0b1,935087,Backporting (show in alpha/beta notes only),Animation,Further fixed alpha channel being animated when in linear color mode,Karl Jones,,,
2017.3.0a8,948164,2017.3 Feature/Regression,Graphics,Fixing iOS native plugin compilation failure with c files,Lukas Chodosevičius,,,
2017.3.0b1,941945,Backporting (show in alpha/beta notes only),Animation,Couldn't set the transition time in Animator.CrossFade(),Romain Failliot,,,
2017.3.0b1,948896,Existing Issue (show in final notes),XR,Change hard coded GVR Device refresh rate to use Resolution.refreshRate,Joe Jones,,,
2017.3.0b1,935345,2017.3 Feature/Regression,Editor,"Fixed editor crashing when trying to open another project, or restarting it in any other way",Tautvydas Zilys,,,
2017.3.0b1,946499,Existing Issue (show in final notes),Editor,Fix crash on shutdown after using Windows speech recognizer,Nick Rapp,,,
2017.3.0b1,871461,Existing Issue (show in final notes),Editor,Fix issue that caused Windows speech recognizer not to work if a bad syntax file was loaded,Nick Rapp,,,
2017.3.0b1,930948,Existing Issue (show in final notes),Windows,Fix artifacts when rendering to non-native resolution,Nick Rapp,,,
2017.3.0b1,949019,2017.3 Feature/Regression,Universal Windows Platform,"Fixed ""Failed to locate"" exception in UWP Build Settings dialog.",Andrei Aristarkhov,,,
2017.3.0b1,947215,Backporting (show in alpha/beta notes only),XR,Fixed VRStats for Oculus,Ed Blais,,,
2017.3.0b1,948740,2017.3 Feature/Regression,Editor,[GraphView] Framing shortcuts are not functioning correctly,Jocelyn Legault,,,
2017.3.0b1,941921,Existing Issue (show in final notes),Graphics,Increase vsync count cap from 2 to 4 to better align with what is allowed by DXGI,,,,
2017.3.0b1,941004,2017.3 Feature/Regression,XR,Fixed inability to launch applications on HoloLens,Peter Freese,,,
2017.3.0b2,948127,Existing Issue (show in final notes),XR,Fix crash in Holographic simulator when trying to exit play mode while paused and VR not enabled,Joe Jones,,,
2017.3.0b2,950229,Existing Issue (show in final notes),XR,Fix Cardboard iOS target frame rate,Joe Jones,,,
2017.3.0b2,946765,Backporting (show in alpha/beta notes only),Physics,Fix to ensure that re-parenting is taken into account for Kinematic Rigidbody2D tracking any parent Rigidbody2D.,Melvyn May,,,
2017.3.0b2,949587,Backporting (show in alpha/beta notes only),Scripting Upgrade,Fix upgrade of Unity project losing references to components from UnityEngine.VR namespace,Lukasz Paczkowski,,,
2017.3.0b2,905492,Existing Issue (show in final notes),Scripting,Fix rare coroutine crash when exiting play mode,Lukasz Paczkowski,,,
2017.3.0b2,903628,Existing Issue (show in final notes),Scripting,Fix rare coroutine crash when having nested coroutines,Lukasz Paczkowski,,,
2017.3.0b2,935955,Existing Issue (show in final notes),Scripting,Fix calling MonoBehaviour.StopCoroutine on a parent IEnumerator coroutines not stopping their child IEnumerator coroutines after the second level.,Lukasz Paczkowski,,,
2017.3.0b2,945953,Backporting (show in alpha/beta notes only),Android,Fix shader compile error on devices not supporting GL_FRAGMENT_PRECISION_HIGH,Ricardas Jonaitis,,,
2017.3.0b2,942923,Existing Issue (show in final notes),Android,Fixed atlased ETC1 textures with split alpha rendering in editor outside of play mode,Aleksandrk Kirillov,,,
2017.3.0b2,776875,Existing Issue (show in final notes),Android,Fixed realtime HDR reflection probes being black on older Android devices,Aleksandrk Kirillov,,,
2017.3.0b3,930503,Existing Issue (show in final notes),UI,Fix crash when undoing or applying changes on a prefab instance containing UI objects.,Patrick Fournier,,,
2017.3.0b3,,Backporting (show in alpha/beta notes only),Multiplayer,Force sync internal timers internal time after io thread resuming,Alexey Abramychev,,,
2017.3.0b3,950588,Backporting (show in alpha/beta notes only),Scripting,Fixed multiple invocations of call list in UnityEvent when subscribers have different signatures.,Martin Paradis,,,
2017.3.0b3,931831,Backporting (show in alpha/beta notes only),Editor,Fix red line appearing at the edge of the screen on high resolution display,Jonathan Maurice,,,
2017.3.0b3,,2017.3 Feature/Regression,Editor,Fix switching to standalone platform when not all standalones are installed,Levi Bard,,,
2017.3.0b3,924743,Existing Issue (show in final notes),Particles,"Improve mesh batching, so it behaves identically to billboard batching",Richard Kettlewell,,,
2017.3.0b3,938538,2017.3 Feature/Regression,Particles,Standard Particle Shader Distortion did not initialize until its material was expanded,Richard Kettlewell,,,
2017.3.0b3,935938,2017.3 Feature/Regression,Particles,Editor performance dropped to 2-3 fps when GameObjects with particle system were selected,Richard Kettlewell,,,
2017.3.0b3,946999,Existing Issue (show in final notes),Particles,Sub-emitter particles were still visible in Edit Mode when removing them from a parent emitter,Richard Kettlewell,,,
2017.3.0b3,947417,Existing Issue (show in final notes),Particles,Particle system collision gizmos were also shown for particles without collision module when multiple particle systems were selected,Richard Kettlewell,,,
2017.3.0b3,948152,Existing Issue (show in final notes),Particles,Mesh used in the Shape Module would not always update when swapped in Edit Mode,Richard Kettlewell,,,
2017.3.0b3,924562,Backporting (show in alpha/beta notes only),Video,"On Windows, VideoClip from Asset Bundle not played.",Dominique Leroux,,,
2017.3.0b3,854484,Backporting (show in alpha/beta notes only),Video,Muting Game View does not mute video audio,Dominique Leroux,,,
2017.3.0b3,925387,Backporting (show in alpha/beta notes only),Video,"Building to another platform, video doesn't play in build.",Dominique Leroux,,,
2017.3.0b3,937173,Backporting (show in alpha/beta notes only),Video,Inspector preview doesn't crop title,Dominique Leroux,,,
2017.3.0b3,,Backporting (show in alpha/beta notes only),Video,Changing the VideoPlayer 'sendFrameReadyEvents' property was not marking the component as dirty.,Dominique Leroux,,,
2017.3.0b3,"864619, 883861, 931300, 931300, 696346, 931877",Backporting (show in alpha/beta notes only),Editor,Resolved an issue where reverting changes to a prefab corrupted the prefab,Damir Holovati,,,
2017.3.0b3,952020,Backporting (show in alpha/beta notes only),Graphics,Metal: Eliminate Z-fighting artifacts on certain devices,Christopher Goy,,,
2017.3.0b3,905397,Backporting (show in alpha/beta notes only),Editor,Don't crash when a cubemap with invalid metafile is imported,Povilas Kanapickas,,,
2017.3.0b3,942401,Backporting (show in alpha/beta notes only),iOS,Rotate away from autorotation orientation when it's disabled via script,Povilas Kanapickas,,,
2017.3.0b3,946822,Existing Issue (show in final notes),iOS,Don't overwrite provisioning on append if it's not set up,Povilas Kanapickas,,,
2017.3.0b3,946829,Backporting (show in alpha/beta notes only),XR,Don't force switch to landscape left when landscape right is disabled,Povilas Kanapickas,,,
2017.3.0b3,931397,Backporting (show in alpha/beta notes only),XR,Fix black screen on startup on Cardboard when GLES2 or GLES3 is used,Povilas Kanapickas,,,
2017.3.0b3,951953,2017.3 Feature/Regression,Windows,Fixed Windows 64-bit standalone player crashing on launch,Tautvydas Zilys,,,
2017.3.0b3,947487,Backporting (show in alpha/beta notes only),2D,Better name for packed texture generated by Sprite Atlas.,Yuan Kuan Seng,,,
2017.3.0b3,946080,2017.3 Feature/Regression,Timeline,don't make inspectors for null objects,Sean Thompson,,,
2017.3.0b3,946942,2017.3 Feature/Regression,Timeline,deleting an object in timeline leaves preview mode on,Sean Thompson,,,
2017.3.0b3,949180,2017.3 Feature/Regression,Timeline,Ease in/Out in inspector is sometimes not editable,Julien Blais,,,
2017.3.0b3,949135,2017.3 Feature/Regression,Timeline,Flickering of selection box,Vlad Lazar,,,
2017.3.0b3,930353,2017.3 Feature/Regression,Timeline, when draging playhead outside of frame limit it goes back to frame 0,Vlad Lazar,,,
2017.3.0b3,946152,2017.3 Feature/Regression,Timeline,Can paste animation clip into infinite tracks,Vlad Lazar,,,
2017.3.0b3,946739,2017.3 Feature/Regression,Timeline,OutOfMemory exception rises when Frame Rate set to a huge number,Julien Blais,,,
2017.3.0b3,946979,2017.3 Feature/Regression,Timeline,"fix clip error drawing, and allow null playables on error",Sean Thompson,,,
2017.3.0b3,920950,2017.3 Feature/Regression,Timeline,Turning off preview put the playhead at the beginning of the timeline,Vlad Lazar,,,
2017.3.0b3,924980,2017.3 Feature/Regression,Timeline,Flickering when you have inlines curves opened and you drag a track on a group,Vlad Lazar,,,
2017.3.0b3,950934,2017.3 Feature/Regression,Timeline,Cannot add more than one custom clip type on a custom TrackAsset,Julien Blais,,,
2017.3.0b3,946507,2017.3 Feature/Regression,Timeline,Muted tracks should not impact the Duration in Based On Clips mode,Chafik Achache,,,
2017.3.0b3,,2017.3 Feature/Regression,Timeline,"Setting Activation track post-playback state to ""Leave As Is"" by default",Chafik Achache,,,
2017.3.0b3,946208,2017.3 Feature/Regression,Timeline,Fixed track selection not working on first track when a clip is underneath,Chafik Achache,,,
2017.3.0b3,950440,2017.3 Feature/Regression,Timeline,Fixed double click on a header track with a clip underneath does not select all clips,Chafik Achache,,,
2017.3.0b3,950439,2017.3 Feature/Regression,Timeline,Fixed clicking in the low right corner of a track header causes a pan,Chafik Achache,,,
2017.3.0b3,950718,2017.3 Feature/Regression,Timeline,Fixed dragging a clip that contains loop can lead to drawing issues,Chafik Achache,,,
2017.3.0b3,950780,2017.3 Feature/Regression,Timeline,Fixed auto clip loop/hold snapping not working properly with speed multiplier and/or clipIn,Chafik Achache,,,
2017.3.0b3,951022,2017.3 Feature/Regression,Timeline,Fixed loops rectangle not drawing properly when only inline curves are selected,Chafik Achache,,,
2017.3.0b3,876298,2017.3 Feature/Regression,Timeline,Selection box start point should pan along with the TimeArea,Chafik Achache,,,
2017.3.0b3,950982,2017.3 Feature/Regression,Timeline,Fixed clip out icon not displaying in the correct cases and/or when speed multiplier applied,Chafik Achache,,,
2017.3.0b3,950564,2017.3 Feature/Regression,Timeline,Fixed overlapping text makes Timeline clip title unintelligible,Chafik Achache,,,
2017.3.0b3,946739,2017.3 Feature/Regression,Timeline,Fix warnings in light skin,Sean Thompson,,,
2017.3.0b3,951335,2017.3 Feature/Regression,Timeline,Difficult to move clips on infinite tracks,,,,
2017.3.0b3,951241,Existing Issue (show in final notes),Asset Import,Fixed crash when accessing ModelImporter.sourceAvatar with a null avatar,Bogdan Corciova,,,
2017.3.0b3,931829,Backporting (show in alpha/beta notes only),Windows,Fixed ProcessMouseInWindow causing CPU spikes up to 4ms on Standalone builds.,Andrei Aristarkhov,,,
2017.3.0b3,899209,Backporting (show in alpha/beta notes only),Windows,Fixed Windows touch input events being out of sync from positioning events.,Andrei Aristarkhov,,,
2017.3.0b3,860330,Backporting (show in alpha/beta notes only),Windows,Fixed loading animation on cursor continuing to play after the game is loaded.,Andrei Aristarkhov,,,
2017.3.0b3,947462,Backporting (show in alpha/beta notes only),2D,Updating an active Tilemap palette prefab does not expose it into the SceneView,Chuan Xin Lim,,,
2017.3.0b3,951514,Backporting (show in alpha/beta notes only),2D,Fixed TilemapRenderer showing tiles when Tilemap.ClearAllTiles() is called.,Chuan Xin Lim,,,
